EmployeeNo,Division,Qualification,Gender,Channel_of_Recruitment,Trainings_Attended,Year_of_birth,Last_performance_score,Year_of_recruitment,Targets_met,Previous_Award,Training_score_average,State_Of_Origin,Foreign_schooled,Marital_Status,Past_Disciplinary_Action,Previous_IntraDepartmental_Movement,No_of_previous_employers,Promoted_or_Not
YAK/S/02942,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,4,1991,5,2013,1,0,45,KEBBI,Yes,Married,No,No,1,0
YAK/S/02943,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1996,5,2016,1,0,71,NASSARAWA,Yes,Married,No,No,0,0
YAK/S/02944,Information and Strategy,First Degree or HND,Male,Agency and others,2,1976,7.5,2013,0,0,77,OGUN,Yes,Single,No,No,0,0
YAK/S/02946,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1988,12.5,2012,1,0,79,ANAMBRA,Yes,Married,No,Yes,6,0
YAK/S/02948,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1992,5,2016,1,0,41,NASSARAWA,Yes,Married,No,Yes,1,0
YAK/S/02949,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1992,12.5,2015,1,0,70,OGUN,Yes,Married,No,Yes,1,0
YAK/S/02950,Information and Strategy,First Degree or HND,Male,Agency and others,2,1985,7.5,2011,1,0,72,ENUGU,Yes,Married,No,No,0,0
YAK/S/02951,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1983,10,2010,0,0,64,LAGOS,Yes,Married,No,No,1,1
YAK/S/02952,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1979,12.5,2011,0,0,50,LAGOS,Yes,Married,No,Yes,1,0
YAK/S/02954,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1986,7.5,2013,0,0,41,RIVERS,Yes,Married,No,Yes,1,0
YAK/S/02956,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,4,1993,10,2016,0,0,54,TARABA,Yes,Married,No,No,0,0
YAK/S/02958,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1990,12.5,2012,0,0,42,EDO,Yes,Single,No,No,1,0
YAK/S/02959,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1994,2.5,2015,0,0,45,OGUN,Yes,Married,No,No,0,0
YAK/S/02960,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1985,7.5,2015,1,0,46,FCT,No,Married,No,No,1,0
YAK/S/02961,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1981,12.5,2016,1,1,52,LAGOS,Yes,Married,No,No,2,1
YAK/S/02962,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1971,12.5,2013,0,0,40,PLATEAU,Yes,Married,No,No,1,0
YAK/S/02964,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1986,10,2017,1,0,72,ENUGU,Yes,Married,No,No,1,0
YAK/S/02966,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1989,2.5,2015,0,0,67,LAGOS,Yes,Married,No,No,0,0
YAK/S/02967,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,3,1967,12.5,2013,1,0,52,OSUN,No,Married,No,Yes,0,0
YAK/S/02968,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1992,12.5,2016,1,0,50,LAGOS,Yes,Married,No,No,1,1
YAK/S/02970,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1994,12.5,2014,0,0,49,SOKOTO,Yes,Married,No,No,1,0
YAK/S/02972,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1985,12.5,2012,1,0,75,LAGOS,Yes,Married,No,No,1,0
YAK/S/02973,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1985,2.5,2009,0,0,61,OYO,Yes,Married,No,No,0,0
YAK/S/02974,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1989,10,2011,0,0,57,SOKOTO,No,Married,No,No,1,0
YAK/S/02975,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1980,10,2008,0,0,54,IMO,No,Married,No,No,1,0
YAK/S/02976,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1990,10,2015,1,0,40,SOKOTO,Yes,Married,No,No,1,0
YAK/S/02978,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1962,5,2004,0,0,58,NASSARAWA,Yes,Married,No,Yes,1,0
YAK/S/02982,Business Finance Operations,First Degree or HND,Male,Direct Internal process,4,1980,7.5,2016,0,0,52,LAGOS,Yes,Married,No,No,1,0
YAK/S/02983,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1991,12.5,2013,0,0,41,BAYELSA,Yes,Married,No,No,1,0
YAK/S/02985,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1976,7.5,2013,0,0,39,OGUN,Yes,Married,No,No,0,0
YAK/S/02986,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1990,12.5,2012,1,0,61,KATSINA,Yes,Married,No,No,1,0
YAK/S/02987,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1995,10,2017,0,0,47,LAGOS,Yes,Married,No,No,3,0
YAK/S/02988,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1989,7.5,2016,0,0,68,OGUN,Yes,Married,No,No,1,0
YAK/S/02989,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,3,1983,2.5,2016,0,0,37,LAGOS,Yes,Single,No,No,1,0
YAK/S/02990,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1990,7.5,2012,0,0,53,ENUGU,Yes,Married,No,No,1,0
YAK/S/02992,People/HR Management,First Degree or HND,Male,Agency and others,2,1990,7.5,2013,1,0,43,RIVERS,Yes,Married,No,No,1,0
YAK/S/02994,Sourcing and Purchasing,MSc  MBA and PhD,Female,Direct Internal process,2,1975,7.5,2006,1,0,61,ANAMBRA,Yes,Single,No,No,0,1
YAK/S/02995,Information and Strategy,First Degree or HND,Male,Agency and others,2,1992,12.5,2016,1,0,78,NIGER,Yes,Single,No,No,1,1
YAK/S/02996,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1977,5,2015,0,0,40,ADAMAWA,Yes,Married,No,No,0,0
YAK/S/02997,Information and Strategy,First Degree or HND,Male,Agency and others,2,1985,10,2016,1,0,80,FCT,Yes,Married,No,Yes,1,0
YAK/S/02998,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1993,7.5,2014,0,0,50,AKWA IBOM,Yes,Married,No,No,1,0
YAK/S/02999,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Agency and others,2,1975,7.5,2016,1,0,41,OYO,Yes,Married,No,No,1,0
YAK/S/03000,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1986,12.5,2017,1,0,61,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/03001,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1992,10,2017,0,0,41,NASSARAWA,Yes,Married,No,No,1,0
YAK/S/03002,People/HR Management,MSc  MBA and PhD,Female,Agency and others,2,1985,12.5,2006,0,0,44,OYO,Yes,Married,No,Yes,3,0
YAK/S/03003,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1990,10,2015,1,0,55,IMO,No,Married,No,No,1,0
YAK/S/03004,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1984,7.5,2011,0,0,45,OYO,Yes,Single,No,No,3,0
YAK/S/03005,Commercial Sales and Marketing,,Male,Agency and others,2,1985,5,2015,0,0,40,RIVERS,Yes,Married,No,No,0,0
YAK/S/03007,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,4,1988,2.5,2010,0,0,68,RIVERS,Yes,Married,No,Yes,0,0
YAK/S/03008,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1995,7.5,2016,1,0,71,RIVERS,Yes,Single,No,No,1,0
YAK/S/03009,Business Finance Operations,First Degree or HND,Male,Agency and others,3,1993,2.5,2014,0,1,58,LAGOS,Yes,Married,No,No,1,0
YAK/S/03010,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1987,7.5,2015,0,0,75,LAGOS,No,Single,No,Yes,0,0
YAK/S/03011,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1969,12.5,2017,0,0,47,OYO,Yes,Married,No,No,0,0
YAK/S/03012,People/HR Management,First Degree or HND,Female,Agency and others,2,1989,2.5,2014,0,0,43,ABIA,No,Married,No,No,0,0
YAK/S/03014,Business Finance Operations,First Degree or HND,Female,Agency and others,2,1992,10,2010,1,0,50,FCT,Yes,Married,No,No,0,0
YAK/S/03015,People/HR Management,First Degree or HND,Male,Direct Internal process,2,1990,12.5,2016,0,0,44,OYO,No,Married,No,No,0,0
YAK/S/03016,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1982,10,2014,0,0,50,BENUE,Yes,Married,No,No,0,0
YAK/S/03017,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1995,12.5,2016,1,0,46,RIVERS,Yes,Married,No,No,1,0
YAK/S/03018,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1990,7.5,2010,0,0,65,EDO,Yes,Single,No,No,0,0
YAK/S/03019,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1983,10,2007,0,0,51,OSUN,Yes,Married,No,No,4,0
YAK/S/03020,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1983,10,2010,0,0,40,LAGOS,Yes,Married,No,No,1,0
YAK/S/03021,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1968,5,2015,0,0,64,EDO,Yes,Married,No,No,0,0
YAK/S/03022,People/HR Management,First Degree or HND,Male,Agency and others,2,1991,7.5,2014,0,0,49,CROSS RIVER,Yes,Married,No,No,1,0
YAK/S/03024,Commercial Sales and Marketing,,Male,Referral and Special candidates,2,1996,12.5,2017,0,0,38,EKITI,Yes,Married,No,No,1,0
YAK/S/03025,People/HR Management,First Degree or HND,Male,Agency and others,2,1975,10,2004,1,0,39,DELTA,Yes,Married,No,No,0,0
YAK/S/03026,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1995,10,2017,0,0,70,LAGOS,Yes,Married,No,No,1,0
YAK/S/03027,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,3,1988,5,2015,0,0,71,EDO,Yes,Single,No,No,1,0
YAK/S/03028,Research and Innovation,First Degree or HND,Male,Direct Internal process,2,1987,12.5,2014,0,0,76,FCT,Yes,Single,No,No,0,0
YAK/S/03029,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1992,2.5,2016,0,0,64,LAGOS,Yes,Married,No,No,1,0
YAK/S/03030,Information and Strategy,,Male,Direct Internal process,2,1993,12.5,2011,0,0,79,IMO,Yes,Married,No,No,0,0
YAK/S/03031,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1987,7.5,2011,0,0,65,LAGOS,Yes,Married,No,No,1,0
YAK/S/03032,Sourcing and Purchasing,MSc  MBA and PhD,Female,Direct Internal process,2,1986,10,2013,0,0,55,RIVERS,Yes,Married,No,No,1,0
YAK/S/03033,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1995,0,2018,0,0,39,OGUN,Yes,Married,No,No,6,0
YAK/S/03034,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,3,1980,7.5,2008,0,0,61,OGUN,Yes,Single,No,No,0,0
YAK/S/03035,Commercial Sales and Marketing,,Male,Agency and others,3,1996,12.5,2017,1,0,36,NASSARAWA,Yes,Married,No,No,0,0
YAK/S/03036,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1992,7.5,2017,0,0,41,OYO,Yes,Married,No,No,1,0
YAK/S/03038,Customer Support and Field Operations,MSc  MBA and PhD,Male,Referral and Special candidates,2,1985,12.5,2011,1,1,54,ABIA,Yes,Married,No,No,0,0
YAK/S/03040,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1979,7.5,2015,0,0,52,BENUE,Yes,Married,No,No,0,0
YAK/S/03041,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1975,2.5,2004,0,0,41,TARABA,Yes,Married,No,No,1,0
YAK/S/03042,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1996,7.5,2017,0,0,53,LAGOS,Yes,Married,No,No,0,0
YAK/S/03043,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1984,7.5,2015,1,0,54,KWARA,Yes,Married,No,No,4,0
YAK/S/03045,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1980,12.5,2010,1,0,76,FCT,No,Married,No,No,1,0
YAK/S/03046,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1975,10,2008,0,0,62,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/03047,Business Finance Operations,First Degree or HND,Female,Agency and others,2,1994,12.5,2016,0,0,47,LAGOS,Yes,Married,No,No,2,0
YAK/S/03049,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1992,10,2016,1,0,51,LAGOS,Yes,Married,No,Yes,1,0
YAK/S/03050,Information and Strategy,First Degree or HND,Female,Agency and others,3,1994,7.5,2015,0,1,73,EDO,Yes,Married,No,No,0,1
YAK/S/03051,Business Finance Operations,First Degree or HND,Female,Agency and others,2,1973,12.5,2007,0,0,53,OGUN,Yes,Married,No,Yes,0,0
YAK/S/03052,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1984,10,2009,0,0,48,OYO,Yes,Single,No,No,0,0
YAK/S/03053,Customer Support and Field Operations,MSc  MBA and PhD,Male,Direct Internal process,2,1973,7.5,2010,0,0,53,NIGER,Yes,Married,No,No,0,0
YAK/S/03054,Information and Strategy,,Male,Direct Internal process,3,1994,7.5,2017,0,0,75,OSUN,Yes,Married,No,No,1,0
YAK/S/03055,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1984,5,2016,0,0,75,KADUNA,Yes,Married,No,No,1,0
YAK/S/03056,Regulatory and Legal services,Non University Education,Male,Direct Internal process,2,1993,7.5,2017,1,0,51,OYO,Yes,Married,No,No,4,0
YAK/S/03057,Information and Strategy,First Degree or HND,Male,Agency and others,2,1986,12.5,2014,0,0,81,JIGAWA,Yes,Married,No,No,0,0
YAK/S/03058,People/HR Management,MSc  MBA and PhD,Male,Direct Internal process,2,1976,10,2014,0,0,39,LAGOS,Yes,Married,No,No,0,0
YAK/S/03059,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1986,2.5,2015,0,0,40,LAGOS,Yes,Married,No,No,3,0
YAK/S/03060,Commercial Sales and Marketing,,Male,Agency and others,2,1989,10,2012,0,0,42,LAGOS,Yes,Married,No,Yes,1,0
YAK/S/03061,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1994,7.5,2015,0,0,43,EDO,Yes,Married,No,No,0,0
YAK/S/03062,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1983,12.5,2010,1,0,53,ZAMFARA,Yes,Married,No,No,4,0
YAK/S/03064,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,4,1994,10,2016,1,0,60,KADUNA,Yes,Married,No,No,1,1
YAK/S/03065,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,3,1991,7.5,2014,0,0,51,EDO,No,Married,No,No,1,0
YAK/S/03068,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1995,2.5,2016,0,0,69,KADUNA,No,Married,No,No,1,0
YAK/S/03071,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1981,10,2012,0,0,37,KWARA,Yes,Married,No,No,1,0
YAK/S/03072,Information and Strategy,First Degree or HND,Female,Agency and others,3,1987,10,2014,0,0,75,OGUN,Yes,Married,No,No,1,0
YAK/S/03074,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1988,7.5,2013,1,0,66,CROSS RIVER,Yes,Single,No,No,6,0
YAK/S/03077,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1985,2.5,2015,1,0,50,RIVERS,Yes,Married,No,No,0,0
YAK/S/03078,People/HR Management,MSc  MBA and PhD,Male,Direct Internal process,2,1961,10,2016,0,0,36,OSUN,Yes,Single,No,No,1,0
YAK/S/03079,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,3,1997,0,2018,0,0,58,LAGOS,Yes,Married,No,No,1,0
YAK/S/03083,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1967,7.5,2005,0,0,39,NIGER,Yes,Married,No,No,0,0
YAK/S/03084,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1990,10,2015,1,0,75,OGUN,Yes,Married,No,No,4,0
YAK/S/03086,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,3,1988,7.5,2017,0,0,44,OSUN,Yes,Married,No,No,0,0
YAK/S/03087,Information and Strategy,,Male,Direct Internal process,2,1989,12.5,2014,0,0,77,AKWA IBOM,No,Single,No,No,0,0
YAK/S/03088,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1984,10,2010,1,0,47,KANO,Yes,Married,No,No,1,0
YAK/S/03089,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1991,12.5,2010,1,0,77,LAGOS,Yes,Married,No,No,3,0
YAK/S/03090,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1990,10,2014,1,0,52,OYO,Yes,Married,No,No,0,0
YAK/S/03091,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1991,2.5,2014,0,0,51,CROSS RIVER,Yes,Married,No,No,1,0
YAK/S/03092,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1987,10,2012,0,0,71,ABIA,Yes,Married,No,No,0,0
YAK/S/03094,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1993,7.5,2015,0,0,52,LAGOS,Yes,Married,No,No,1,0
YAK/S/03095,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,2,1990,0,2018,0,0,61,OYO,Yes,Married,No,No,1,0
YAK/S/03096,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,3,1988,7.5,2013,0,0,74,TARABA,Yes,Married,No,No,3,0
YAK/S/03099,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1985,5,2010,1,0,62,DELTA,Yes,Married,No,No,0,0
YAK/S/03100,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1988,10,2010,0,0,61,FCT,Yes,Married,No,No,1,0
YAK/S/03101,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1973,7.5,2010,0,0,36,LAGOS,Yes,Married,No,No,1,0
YAK/S/03102,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,4,1987,2.5,2016,0,0,63,KANO,Yes,Married,No,No,0,0
YAK/S/03103,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1986,10,2011,1,0,41,KADUNA,Yes,Single,No,No,0,0
YAK/S/03105,Commercial Sales and Marketing,,Male,Agency and others,2,1963,2.5,2002,0,0,45,KANO,Yes,Single,No,No,0,0
YAK/S/03106,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1988,10,2013,1,0,49,DELTA,Yes,Married,No,No,1,0
YAK/S/03107,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1986,7.5,2015,0,1,88,LAGOS,Yes,Married,No,No,1,1
YAK/S/03108,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1961,7.5,2016,0,0,64,KADUNA,Yes,Married,No,No,0,0
YAK/S/03110,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1992,12.5,2017,1,0,55,PLATEAU,Yes,Single,No,No,0,0
YAK/S/03111,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,3,1988,7.5,2016,0,0,50,OGUN,Yes,Married,No,No,1,0
YAK/S/03112,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1984,7.5,2010,0,0,64,OGUN,Yes,Married,No,No,1,0
YAK/S/03113,Commercial Sales and Marketing,,Female,Agency and others,2,1998,7.5,2018,0,0,38,LAGOS,Yes,Married,No,No,3,0
YAK/S/03114,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,3,1995,5,2016,0,0,69,ANAMBRA,No,Married,No,No,0,0
YAK/S/03115,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1992,7.5,2014,0,0,53,EBONYI,Yes,Married,No,No,1,0
YAK/S/03116,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Direct Internal process,2,1985,2.5,2012,0,0,46,DELTA,Yes,Married,No,No,2,0
YAK/S/03117,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1988,7.5,2015,0,0,53,KOGI,Yes,Married,No,No,0,0
YAK/S/03119,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,3,1970,2.5,1995,0,0,59,FCT,Yes,Married,No,No,1,0
YAK/S/03122,Research and Innovation,First Degree or HND,Male,Direct Internal process,3,1988,7.5,2014,1,0,80,RIVERS,Yes,Married,No,No,0,0
YAK/S/03123,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1988,7.5,2014,1,0,45,LAGOS,Yes,Married,No,No,0,0
YAK/S/03124,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,2,1963,10,2012,0,0,60,NASSARAWA,Yes,Married,No,No,0,0
YAK/S/03125,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1991,10,2017,0,0,50,ENUGU,Yes,Married,No,Yes,0,0
YAK/S/03126,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1984,5,2009,0,0,41,DELTA,Yes,Single,No,No,0,0
YAK/S/03128,Information and Strategy,First Degree or HND,Male,Referral and Special candidates,2,1992,0,2018,1,0,79,SOKOTO,Yes,Married,No,No,1,0
